uuid,description,color,price,cc3,sparkling,floral,striped,description_proc,escription_proc_len
05bba_rJoMuKW4ywZAZaKMcLpkZ4bi,Black leggings with Blue Stripe. Size small/medium. ,BLACK,3.8,TROUSERS,False,False,True,black leg blue stripe size small medium,7
00_0694a_nvoGVYfkeBSDm5qr3DKgrsFc,"Zara high waisted, cheeky jean/denim shorts! These will for a 26/27 inch waist :) super comfy and very flattering! I’m only selling them because my bum shows just a bit too much for me.",BLUE,7.199999999999999,SHORTS_CAPRIS,False,False,False,zara high waist cheeki jean denim short inch waist super comfi flatter sell show just much,16
04fec_HbCUyeB5GcBVkCpWnwzse8X5, dress with elasticated waist and top. size 16. never been worn. it comes with straps you can attach ☺️ lined fabric as well. lightweight and floaty. any questions please ask.,ROSE,8.4,DRESSES,False,True,False,dress elast waist size never worn come strap attach line fabric well lightweight floati question pleas,16
00_063e9_MmdbcMivAZszpQUy897pkN6z,"Leginy jsou leskly material a zevnitr maji chloupek, jsou teplejsi. 
Na sobe pouze dvakrat jako nove, bez vad.
",BLACK,15.171,TROUSERS,True,False,False,legini lesk materi zevnitr maji chloupek teplejsi sobe pouz dvakrat jako nove,12
00_0577d_p8fXujuKdwJLaUDh8WhM8neb,"Cropped 

size 10 ",NAVY,9.6,TROUSERS,False,False,False,crop size,2
00_06766_GtNdjra3tLAGYK5WBFwsLJkC,good condition ,BLACK,2.4,TROUSERS,False,False,False,good condit,2
00_06458_X2jieAXGor7DxyhUCNnU7uK6,"Gražūs gėlėti šortukai, medziaga tamposi, visas ilgis 34 cm, per liemeni 33 cm, per klubus 44 cm, per leskute 22 cm",VARIOUS,5.0,SHORTS_CAPRIS,True,True,False,gražū gėlėti šortukai medziaga tamposi visa ilgi liemeni klubus leskut,10
00_04e78_EoWbcksDwmksZvKrUeHhuNMQ,"Stredni pas, noseno 2x, velikost xs, nemenim,posta 60,-",BLUE,42.79,TROUSERS,False,False,False,stredni noseno velikost nemenim posta,5
00_06570_AjxdHT44wwtt54yZrMZP2JWn,"Prodam cerne formalni pouzdrove saty s malym rukavkem velikosti 34 znacka F&F. Vzadu zip a maly rozparek, u krku elegantni na birani, svy jsou ozdobene cernou lesklou niti. Obvod pasu 70cm, delka 89cm. Jako nove, nosene pouze 1x.",BLACK,9.725,DRESSES,True,False,False,prodam cern formalni pouzdrov sati malym rukavkem velikosti znacka vzadu mali rozparek krku elegantni birani ozdoben cernou lesklou niti obvod pasu delka jako nove nosen pouz,26
00_05b41_PNCnmsKeihpne22ak8DmFSYb,perfect condition x,BLUE,3.5999999999999996,SHORTS_CAPRIS,False,True,False,perfect condit,2
00_06962_23c76jMitNKFor7bziMXi29y,"•kvalitní denim 100% bavlna, vydrží
•vysoký pas
•trendy krátký střih
•velikost 36",BLUE,9.725,SHORTS_CAPRIS,False,False,False,kvalitní denim bavlna vydrží vysoký trendi krátký střih velikost,9
064ff_onLhp1HWFNLy9MyBnFSQZKYV,"Stunning orange  50s inspired dress by Kelly Brook x New Look 

Cotton material 


Pretty peplum style 

Zips at the back 

Only worn once, like new
",ORANGE,12.0,DRESSES,False,True,False,stun orang inspir dress kelli brook look cotton materi pretti peplum style zip back worn like,16
00_057a1_537QVGuP5546VoRUVn4zQaUM,"New with tags perfect condition no flaws 
75% Polyester 24% Cotton 1% Spandex
Size 4
Waist: 14.5” (flat)
Length: 23”
",BLUE,11.4,SKIRTS,False,True,False,tag perfect condit flaw polyest cotton spandex size waist flat length,11
067f2_iQJzBMyY8fZH3xsJqBg24uLj,"Nicole by nicole Miller medium new with tags tropical  midi summer dress

Bundle multiple items and SAVE * Pay one shipping charge * any questions please ask!

Nicole by nicole Miller 
Size medium womens 
New with tags 
95% polyester 5% spandex 
 black and white with tropical  print 
Knee length midi dress
Thick opaque material",VARIOUS,13.3,DRESSES,False,True,True,nicol nicol miller medium tag tropic midi summer dress bundl multipl item save ship charg question pleas nicol nicol miller size medium women tag polyest spandex black white tropic print knee length midi dress thick opaqu materi,37
00_05f61_U5fZAa5TXGPVcLHg3kvbkFzp,"Ne juodas, pilkesnis, plonas
Dydis rašomas M",GREY,5.0,PULLOVERS_SWEATERS,False,False,True,juoda pilkesni plona dydi rašoma,5
05911_Ve4hVFtt4njXqno1he7ysi1G,"Velikost je menší S, v dobrém stavu :) ",BLACK,3.8899999999999997,TROUSERS,False,False,True,velikost menší dobrém stavu,4
00_07366_mGXEo5uRwUhzZBYxoEkeNFNy,"nenošené lesklé kratasy z hrubej kvalitnej látky, na gumičku (velikost S-L), na Praze 4",BURGUNDY,5.835,SHORTS_CAPRIS,True,False,False,nenošené lesklé kratasi hrubej kvalitnej látki gumičku velikost praze,9
05f0b_pP9qa3pZoHaA6Qv3DsrHwDwy,"Visiškai nauja.
Dryžuota, storo audinio MONKI suknelė.

*SIUNTIMAS TIK PER PAŠTOMATUS (LP EXPRESS/OMNIVA/DPD).
**NEREZERVUOJU",BLACK,18.0,DRESSES,False,False,True,visiškai nauja dryžuota storo audinio monki suknelė siuntima paštomatus express omniva nerezervuoju,12
00_06379_PhjFQ7bMavLa13QaAfcXtSS5,"Pretty  and foliage patterned silk/rayon pleated skirt with elasticated waist and side zip. The pattern is made up of a suedette black background with a semi sheer pattern of greens, pinks and beige flowers. The skirt has a black lining. Pleats go all the way around. Waist measurement with zip done up is approx 28""/71cms. Elasticated waist extends to approx 30""/76cms with the zip done up. Length from waist approx 16""/40cms",VARIOUS,30.0,SKIRTS,False,True,False,pretti foliag pattern silk rayon pleat skirt elast waist side pattern made suedett black background semi sheer pattern green pink beig flower skirt black line pleat around waist measur done approx elast waist extend approx done length waist approx,39
05a4b_KgbopHTpetQvwC4jjzwyWUPv,"really
lightweight perfect for summer ",VARIOUS,2.4,SHORTS_CAPRIS,False,True,False,realli lightweight perfect summer,4
00_070cd_g8WJRDV1DSfo53orcxLWvAj5,Zara trafaluc retro paisley patterned cord mini skirt. Olive green with red orange and green paisley pattern. Belt loops. Size XS. Selling as it doesn't fit me! 70s 90s retro feels,GREEN,10.799999999999999,SKIRTS,False,False,False,zara trafaluc retro paisley pattern cord mini skirt oliv green orang green paisley pattern belt loop size sell doesn retro feel,21
00_06461_C357Fqyv7Q8bp7NEDfkWCBa7,"Šiek tiek dėvėti, bet be defektų. Šiaip dydis XL, bet šiuo metu ties juosmeniu suimta, tai labiau L, bet galima grąžinti į pradinį dydį ",BLUE,5.0,SHORTS_CAPRIS,False,False,False,šiek tiek dėvėti defektų šiaip dydi šiuo metu tie juosmeniu suimta labiau galima grąžinti pradinį dydį,16
06815_uEaGvHpYYe6eh2U2ShAgoUR8,"Pruhované kraťásky s detailem proužků, mají vázání v pase. Nemají vysačky, ale jsou jen vyzkoušné. Cena je bez poštovného! ",BODY,2.3339999999999996,SHORTS_CAPRIS,False,False,True,pruhované kraťáski detailem proužků vázání pase vysački vyzkoušné cena poštovného,10
05997_HEen6Pxugq9VrXivfmPMvDaf,Plėšyti gėlėti šortai su kišenėmis. Medžiaga- džinsinė,VARIOUS,3.0,SHORTS_CAPRIS,False,True,False,plėšyti gėlėti šortai kišenėmi medžiaga džinsinė,6
00_072c1_U2i9cibN8AYnMK665yGLcGZQ,"Juniors size 5 - true to size 
Lined with tulle underneath to puff out a bit
Worn a few times ",VARIOUS,3.04,DRESSES,False,True,False,junior size true size line tull underneath puff worn time,10
00_05e7d_TW29ecieLiHyhKA7J4sT7A4h,"Feminine midi skirt in a classic pretty  print you'll wear year after year... Classically feminine vintage inspired midi skirt in soft vanilla cream hue featuring scattered red and yellow  print.

#vintage #1990s #90s #Grunge #Boho #Bohemian #HIppie #chic # #skirt #summer #spring",CREAM,15.96,SKIRTS,False,True,False,feminin midi skirt classic pretti print wear year year classic feminin vintag inspir midi skirt soft vanilla cream featur scatter yellow print vintag grung boho bohemian hippi chic skirt summer spring,31
00_07283_p1GSjz4QLQGWsdRK2dZTfxbr,great condition ,NAVY,2.2800000000000002,SHORTS_CAPRIS,False,False,False,great condit,2
00_06b66_aGjtXn2Au6ZA4sSQosgdN3wk,"Hareem Trousers Size 16 Bohemian Paisley Print New Look Plus Size Festival Style Loose Fit

Send via ROYAL MAIL only! 🌈✨📦📮💖

#hareem #hareemtrousers #boho #bohemian #festival #lightweight #paisleyprint #paisley #plussize #newlook #curveclothing #hippy #90sgrunge ",VARIOUS,4.8,TROUSERS,False,False,False,hareem trouser size bohemian paisley print look plus size festiv style loos send royal mail hareem hareemtrous boho bohemian festiv lightweight paisleyprint paisley plussiz newlook curvecloth hippi sgrung,28
00_04fb4_CaxmVXJJvYBFFyFPwVbitEiq,"Rausva grazi suknele, taskuota, verte 130€",ROSE,5.0,DRESSES,False,False,False,rausva grazi suknel taskuota vert,5
069bc_TRns3Cj9qEN2wVoPpQa5eajD,Never worn/perfect condition/no tags/but no rips or tears/no stains. Pockets in front and back provided with perfect condition zipper & button. Size: 9,BURGUNDY,7.6,TROUSERS,False,False,False,never worn perfect condit tag rip tear stain pocket front back provid perfect condit zipper button size,17
06653_HgcfNHoLP9Rp8VG6g2wNVW4W,"Nošené pouze jednou, top stav. ",BLACK,5.835,DRESSES,False,False,True,nošené pouz stav,3
00_060c8_5X94AnazLneXcFoPzvXN68p3,"  design
Size 12",BLACK,11.4,DRESSES,False,True,True,design size,2
06755_f6JX665Yt7gt66ZRqDHZu8Pj,Only been worn once! The bottom of the dress is described a bubble style because it's pooled up and ruffled a little. There is a black bow on the left front side. The back top of the dress does have some elastic for some stretching. The zipper is on the back as well. ,BLACK,3.8,DRESSES,False,True,False,worn bottom dress describ bubbl style pool ruffl littl black left front side back dress elast stretch zipper back well,20
067b8_d6ECWP5yLuvXRCK4yfdgZqAz,"💙search #violetmorose to shop my closet!💙

in good pre-owned condition!  very cute and comfy.  tag says XS but definitely fits a Small better.

bust: 46""
sleeve: 15.25""
length: 19.5""


█bundles█
20% off 2 items
30% off 3 items
40% off 4+ items
+ combined shipping!

▌i accept fair offers, or i counter
▌i can post try-on photos of most items!
▌1200+ lifetime sales, all 5-star reviews
▌i use 75% recycled packaging!
▌i sell on 7 platforms, so items can disappear!
▌smoke-free, pet-friendly home
▌i ship within 2 days
▌items are washed + lint-rolled before shipping!

ask me any questions!
have a great day :-)",RED,7.6,PULLOVERS_SWEATERS,False,False,True,search violetmoros shop closet good own condit cute comfi say definit fit small better bust sleev length bundl item item item combin ship accept fair offer counter post photo item lifetim sale star review recycl packag sell platform item disappear smoke free friend home ship within day item wash lint roll ship question great,54
00_071d6_5wXYk7YMbbRzg2WF7ACqWquz,"Tommy Jeans 
❤️Women’s Sz 9 ★★
I had to list as an 8 because there isn’t an option for Sz 9  So see measurements ❤️

Measurements LF
Waist 16”
Hips 19.5”
Rise 9”
Inseam 3.5”

Excellent Preowned Condition 
@kimskornerboutique

Smoke Free Chihuahua Friendly Home",BLUE,9.120000000000001,SHORTS_CAPRIS,False,False,False,tommi jean women list option measur measur waist hip rise inseam excel preown condit kimskornerboutiqu smoke free chihuahua friend home,20
0741a_PpcqSgHMoZ8fcrYYydd5BnSJ,vaskines kelnes . pora kart uzsidetos ptamsiai pilka spalva su blizgesiu,GREY,8.0,TROUSERS,True,False,False,vaskin keln pora kart uzsideto ptamsiai pilka spalva blizgesiu,9
05143_nqq3s85Hb8sEA24evxevXp9g,"Gėlėtas, vasariškas sijonas, kaip naujas. 
Rašo L dydį, tačiau pati nešipju s/m ir puikiai tinka! Tai dydis nuo S iki L.
Liemuo-33, TEMPIASI.
Klubai-39, TEMPIASI. 
Ilgis-36.",GREEN,5.0,SKIRTS,False,True,False,gėlėtas vasariška sijona kaip nauja rašo dydį tačiau pati nešipju puikiai tinka dydi liemuo tempiasi klubai tempiasi ilgi,18
00_05202_Gn2hxWo6grcxFFrssUfwHKQp,topshop size 4  dress ,BLACK,3.5999999999999996,DRESSES,False,False,True,topshop size dress,3
00_0712b_vWSSnNf8jz3Aq1KxYdkP1EyG,"#Gėlėtos #siaurėjančios #kelnės
#Dydis #UK14, #L, #EU42
Matmenys:
Liemuo 2*43cm,tempiasi iki 2*47cm
Klubai 2*47cm,tempiasi iki 2*54cm
Nuo klyno siūlės iki liemens 26cm
Ilgis 99cm
Dėvėtos, defektų nėra",WHITE,13.95,TROUSERS,False,True,False,gėlėtos siaurėjančio kelnė dydi matmeni liemuo tempiasi klubai tempiasi klyno siūlė liemen ilgi dėvėtos defektų nėra,16
04ffe_2mApqSytF1t9GswdbEuq3sBN,"“
Worn
L- Approximately 25.5inches 

#womens #womenswear #jeans #trousers #bottoms #size14r #next ",RED,4.188,TROUSERS,False,False,False,worn approxim inch women womenswear jean trouser bottom size next,10
00_06a76_Yki2ofYdZWBBZUMxnDai2FV8,Good condition ,BLACK,9.6,SKIRTS,False,False,True,good condit,2
05160_rRqYUVZ35vE6X5xbUj6D4PN8,"Brown , red and black checked trousers from Marks n Spencer. Brand new still with tags . Size 20. Bought for 39.50£

Straight leg",BLACK,26.4,TROUSERS,False,False,False,brown black check trouser mark spencer brand still tag size bought straight,12
05f4c_BQPB3DHbJHFmN2JgCTukPiSj,"Vše nyní vyprodávám velmi levně a v kolekci, za více věcí se automaticky sama odečítá sleva až do 20%

Halenka Amerického návrháře W5 by Walter Baker, made is USA. 

Velikost na visačce je M, top je spíše větší, naše velikost 40. 
Halenka je praná, ale nenošená, tedy v perfektní kondici. 

Mater.-rayon, polyester",BLACK,2.6841,PULLOVERS_SWEATERS,False,False,True,nyní vyprodávám velmi levně kolekci více věcí automaticki odečítá sleva halenka amerického návrháře walter baker made velikost visačc spíše větší velikost halenka praná nenošená perfektní kondici mater rayon polyest,29
00_06886_H1o68qY9XfzMZRmE6R2LWKwP,Worn only once,BLUE,9.6,TROUSERS,False,False,False,worn,1
00_06cee_9XprZLWFugA9sySQUsDTuMCz,"Pohodlne kratasy. Jsou nošené, ale v peknem stavu :)",BLACK,7.741099999999999,SHORTS_CAPRIS,False,False,True,pohodln kratasi nošené peknem stavu,5
05014_bdbXnist5rSTHtgEtSmyvmkg,"Formálna sukňa, lesklého materiálu. Je krásna najradšej by som si ju nechala ale nemam ju kde nosiť ",BLACK,3.8899999999999997,SKIRTS,True,False,False,formálna sukňa lesklého materiálu krásna najradšej nechala nemam nosiť,9
00_0732d_szsjjzdPQUT7SkntwiRXa4Fp,from primark. cool leopard print colour in a neon yellow colour. new with tags. no returns refunds etc ,BLACK,4.788,SHORTS_CAPRIS,False,False,False,primark cool leopard print colour neon yellow colour tag return refund,11
00_073de_3P7ryCkEw11QHGo46UHyZDeJ,"Size 10 Adidas high waisted black leggings with white stripes down either side. Originally brought from JD, for £28. Had a couple of years but only worn a few times and in a very condition. Nice quality material too and really comfortable. ",BLACK,7.199999999999999,TROUSERS,False,False,True,size adida high waist black leg white stripe either side origin brought coupl year worn time condit nice qualiti materi realli comfort,22
0746f_viq17Xw4gBvYbmB1qKD5z6Z8,brand-new without tags x,VARIOUS,7.199999999999999,SHORTS_CAPRIS,False,True,False,brand without tag,3
00_05dd1_mDdiaFmRSaKddtwu3s2ytpy3,"🌟Grey Primark Jumper with Burgundy/Black/White  Collar and Cuffs

➖Size XS/6/8

£4 (£3.10 Postage Fee)
Message for bundles/reasonable offers ",GREY,4.8,PULLOVERS_SWEATERS,False,False,True,grey primark jumper burgundi black white collar cuff size postag messag bundl reason offer,14
00_0692c_suH24vJEFKcGrVVAPZ6du9Cw,"Sukně je vzatá párkrát, bohužel vzadu jsem musela zašít, ale při nošení to není viditelné. Má vyšší pas, je pruhovaná",GREEN,9.6861,SKIRTS,True,False,True,sukně vzatá párkrát vzadu musela zašít nošení viditelné vyšší pruhovaná,10
00_05612_YpK44uc1RiHiEzbyS3CGVX34,"selling these 2 little dresses from Missguided 
worn a few times each 
size 6 
the polka dot is big neck and sleeveless 
the polka dots are like a grey colour not pure white , they look washed out but that’s actually how they came 
the black one is a crepe material 
it has little ruffle sleeves and it a good length to wear with no tights 
can also be sold separately ",BLACK,9.6,DRESSES,False,False,False,sell littl dress missguid worn time size polka neck sleeveless polka dot like grey colour pure white look wash actual came black crepe materi littl ruffl sleev good length wear tight sold separ,33
00_06a5c_KXs5rKiyeZvjANPiKCwAfxKb,"Topshop Mom fit denim shorts. 
W25. 
Selling as they are to small for me. 
Perfect for summer. 
Message any questions. 
#topshop #topshopshorts #w25 #denim #denimshorts #momshorts #topshopw25 ",BLUE,4.8,SHORTS_CAPRIS,False,False,False,topshop denim short sell small perfect summer messag question topshop topshopshort denim denimshort momshort topshopw,15
00_06086_TrwUtdr6KFaRGX1CxD3T77tn,"Lengva suknele,tinkanti bet kuriai progai.
Virsus blizgus,apacioje pamusalas",BODY,8.0,DRESSES,True,False,False,lengva suknel tinkanti kuriai progai virsus blizgus apacioj pamusala,9
0649a_Bzbjo2n3UwuNgo78VHmv4u57,"Pruhované, modrobílé kraťásky. H&M. Velikost 38. Jako nové, téměř jsem nenosila (otěhotněla jsem a pak děti :), teď už mi jsou těsné). Zapínání vepředu na zip a skryté - viz foto. Jsou elegantní (materiál), se slabou podšívkou. Vepředu kapsy, vzadu jen dekorační.
Délka 30 cm. Šířka v pase 36 x 2.
Velikost 38.",WHITE,7.002,SHORTS_CAPRIS,False,False,True,pruhované modrobílé kraťáski velikost jako nové téměř nenosila otěhotněla děti těsné zapínání vepředu skryté foto elegantní materiál slabou podšívkou vepředu kapsi vzadu dekorační délka šířka pase velikost,27
00_07368_UTre7wGpgkXHrCGzr8Q7ce6q,Size 8. Brand new with tags ,LILAC,6.0,DRESSES,False,False,False,size brand tag,3
00_06cce_ac9Vu4bZYbs5YBDBAK56i47g,Topshop Denim Scarf Print Mini Skirt Size Uk 12,VARIOUS,14.399999999999999,SKIRTS,False,False,False,topshop denim scarf print mini skirt size,7
05628_7KQjt8FB3Qce6KRYHHwyMx5R,never worn ,BLACK,8.4,TROUSERS,False,False,True,never worn,2
00_07388_HwYp4iDchpFXhAKeMzeG4xGn,"size M 
worn once around the house 
in perfect condition 
can be worn casually with trainers/t-shirt/jumper or smart with shoes/heels/shirt or blazer ",GREY,12.0,TROUSERS,False,False,True,size worn around hous perfect condit worn casual trainer shirt jumper smart shoe heel shirt blazer,16
0590c_n1dWvPboBBsqeVrmeoYtcRyF,"Nerealūs džinsiniai šortukai, be defektų ",BLUE,5.0,SHORTS_CAPRIS,False,False,False,nerealū džinsiniai šortukai defektų,4
05698_4NUDEK4ayPrZkykT53UfcPd1,"
pas 2* 43
délka 28",LIGHT-BLUE,5.0181,SHORTS_CAPRIS,False,False,False,délka,1
06364_W3ZQo9GhMuaPKsa1GccjT7fB,banana republic paisley shorts. super cute! worn once! size 4 ,VARIOUS,2.2800000000000002,SHORTS_CAPRIS,False,False,False,banana republ paisley short super cute worn size,8
00_065fe_xoYunXVJXF7YV7dU3Q2y4ocv,Lovely denim looking khaki shorts. Tight fitting and high waisted. Very flattening. Love these but don't fit me anymore. ,GREEN,6.0,SHORTS_CAPRIS,False,False,False,love denim look khaki short tight fit high waist flatten love anymor,12
00_05b81_MTk8bQXqrPestbSw5Brts55v,worn but very good condition,BLUE,4.8,SHORTS_CAPRIS,False,False,False,worn good condit,3
07415_ci2Gj5kdopDuLLoM2CHsfEbr,"Lovely Gingham & Heels Maxi Skirt 
SIZE 8 
Long Floaty Style 
Back Zip Fasten 
Dusky Pink / Blush Colour 
Good Condition 
ANY QUESTIONS PLEASE ASK

#Gingham&Heels #skirt #uk8 #dusky #pink #maxi #maxiskirt #Long #floaty #boho #blush #holiday  #hippie ",PINK,11.94,SKIRTS,False,False,False,love gingham heel maxi skirt size long floati style back fasten duski pink blush colour good condit question pleas gingham heel skirt duski pink maxi maxiskirt long floati boho blush holiday hippi,32
00_06b6c_HGvNguFVCEuKcgDzvj5JHVys,work or for any formal or informal occasion,BODY,9.6,TROUSERS,False,False,True,work formal inform occas,4
00_06f6c_59DeEgjLUqEi3uzSCGh1rkyH,Šortai aukštu juosmeniu ,BLUE,6.0,SHORTS_CAPRIS,False,False,False,šortai aukštu juosmeniu,3
00_05426_4a5pfxRzUY4GJ1tKFxgUfM8R,"A brand new pair of slim leg  trousers.
Brand new with tags.
100% polyester.
Side slit pockets.
Zip and buckle fastening.
Matching belt with metal hoop detail.
Inside leg measures 26 inches sits just at the ankles.
I will post this second class signed for.
From a smoke free pet free environment.

",BLACK,12.0,TROUSERS,False,False,True,brand pair slim trouser brand tag polyest side slit pocket buckl fasten match belt metal hoop detail insid measur inch sit just ankl post second class sign smoke free free environ,31
07083_kE9RwDfK42xZUR4n3sif5Rqu,"Pale pink denim crops size 16 with an 18"" waist 11"" rise and and 18"" inseam runs true to size no flaws",ROSE,1.52,TROUSERS,False,False,False,pale pink denim crop size waist rise inseam run true size flaw,12
05f29_xikVFBYLjHhsy69wDTmhvKEp," bodycon dress. 3/4 sleeves and knee length.
Shiny, leotard like material
Only worn to try on.",PURPLE,2.4,DRESSES,True,True,False,bodycon dress sleev knee length shini leotard like materi worn,10
00_0723f_SpfjQbE9KtXceFYsJ3N7nvi4,Worn once. Label says Medium 10 but small fit.,BLACK,9.6,DRESSES,False,False,False,worn label say medium small,5
00_0574c_Ba8qnpV7vxS5Da44VJ1sZA27,"Gėlėta,įliemenuota labai patogi gražiai krentanti suknytė. Dydis etiketėje neatitinka, tinka s/m ",BLACK,15.0,DRESSES,False,True,False,gėlėta įliemenuota labai patogi gražiai krentanti suknytė dydi etiketėj neatitinka tinka,11
00_064c7_myazYa89mXauF643E4ma8mwF,"☀️ Lovely dress, perfect for the summer ☀️
💎 Excellent condition 💎
🌸🌸🌸 Size M 🌸🌸🌸
✨ Hollister ✨



",PINK,6.0,DRESSES,False,True,False,love dress perfect summer excel condit size hollist,8
00_06863_oc7kyvCWQjdf93m1rdGgH5an,"NEW LOOK kimono 
 patterns 
Size 18
Navy and pink
Worn a handful of times
",PINK,6.0,PULLOVERS_SWEATERS,False,True,False,look kimono pattern size navi pink worn hand time,9
05176_iunicJmkfHrcRR8zXxSgw7TC,"Condition: Pre-owned
Country/Region of Manufacture: Tunisia
Color: Blue
Style: Skort
Bottoms Size (Women's): 6	
Product Line: Premium Denim Collection
Brand: Zara
Length: Short
Size Type: Regular 
Material: Cotton
Material Look: Denim/Jean	
Features: Pockets",BLUE,19.0,SKIRTS,False,False,False,condit own countri region manufactur tunisia color blue style skort bottom size women product line premium denim collect brand zara length short size type regular materi cotton materi look denim jean featur pocket,33
